source_url,canonical_url,title,description,text_snippet
https://www.shl.com/solutions/products/product-catalog/view/automata-fix-new/,https://www.shl.com/solutions/products/product-catalog/view/automata-fix-new/,Automata - Fix (New) | SHL,"This Website Uses Cookies

We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.

 

View our full SHL Privacy Statement or SHL Cookie Policy

Show details
Allow all cookies
Customize
Use necessary cookies only
 Search
Careers
Our Culture
Our Teams
Our People
Join SHL
Latest Jobs
Contact
Practice Tests
Support
Candidate Support
Answers to frequently asked questions for technical queries when taking a test
Client Support
Answers to frequently asked questions about our products, services and supporting documentation
Contact Us
Get help from our support teams
Practice Site & Advice
View support articles and production documentation
Browser Check
Verifies if your computer's settings are compatible with the test
Login
Buy Online
English (Global)
English (India)
English (Middle East & North Africa)
English (South Africa)
简体中文 (Chinese)
日本語 (Japanese)
Global Offices
SHL's locations around the world.
Solutions
Products
HR Priorities
Resources
About
Book a Demo
Home
Products
Product Catalog
Automata - Fix (New)
Description

A simulated compiler integrated test to measure debugging skills in C, C++ and Java. The test checks the ability to fix logical or syntactical errors and to reuse an existing code.

Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulat","This Website Uses Cookies

We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.

 

View our full SHL Privacy Statement or SHL Cookie Policy

Show details
Allow all cookies
Customize
Use necessary cookies only
 Search
Careers
Our Culture
Our Teams
Our People
Join SHL
Latest Jobs
Contact
Practice Tests
Support
Candidate Support
Answers to frequently asked questions for technical queries when taking a test
Client Support
Answers to frequently asked questions about our pro"
https://www.shl.com/solutions/products/product-catalog/view/core-java-entry-level-new/,https://www.shl.com/solutions/products/product-catalog/view/core-java-entry-level-new/,Core Java (Entry Level) (New) | SHL,"This Website Uses Cookies

We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.

 

View our full SHL Privacy Statement or SHL Cookie Policy

Show details
Allow all cookies
Customize
Use necessary cookies only
 Search
Careers
Our Culture
Our Teams
Our People
Join SHL
Latest Jobs
Contact
Practice Tests
Support
Candidate Support
Answers to frequently asked questions for technical queries when taking a test
Client Support
Answers to frequently asked questions about our products, services and supporting documentation
Contact Us
Get help from our support teams
Practice Site & Advice
View support articles and production documentation
Browser Check
Verifies if your computer's settings are compatible with the test
Login
Buy Online
English (Global)
English (India)
English (Middle East & North Africa)
English (South Africa)
简体中文 (Chinese)
日本語 (Japanese)
Global Offices
SHL's locations around the world.
Solutions
Products
HR Priorities
Resources
About
Book a Demo
Home
Products
Product Catalog
Core Java (Entry Level) (New)
Description

Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, file handling, exception handling, threads, generic class and inner class.

Job levels

Mid-Professional, Professional Individual Contributor,

Languages

English (USA),

Assessment length

Approximate Completion Time in minutes = 13

Test Type:
K

Remote Testing:

Downloads

Product Fact Sheet

English (USA)

Accelerate Your Talent Strategy

Spea","This Website Uses Cookies

We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.

 

View our full SHL Privacy Statement or SHL Cookie Policy

Show details
Allow all cookies
Customize
Use necessary cookies only
 Search
Careers
Our Culture
Our Teams
Our People
Join SHL
Latest Jobs
Contact
Practice Tests
Support
Candidate Support
Answers to frequently asked questions for technical queries when taking a test
Client Support
Answers to frequently asked questions about our pro"
https://www.shl.com/solutions/products/product-catalog/view/java-8-new/,https://www.shl.com/solutions/products/product-catalog/view/java-8-new/,Java 8 (New) | SHL,"This Website Uses Cookies

We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.

 

View our full SHL Privacy Statement or SHL Cookie Policy

Show details
Allow all cookies
Customize
Use necessary cookies only
 Search
Careers
Our Culture
Our Teams
Our People
Join SHL
Latest Jobs
Contact
Practice Tests
Support
Candidate Support
Answers to frequently asked questions for technical queries when taking a test
Client Support
Answers to frequently asked questions about our products, services and supporting documentation
Contact Us
Get help from our support teams
Practice Site & Advice
View support articles and production documentation
Browser Check
Verifies if your computer's settings are compatible with the test
Login
Buy Online
English (Global)
English (India)
English (Middle East & North Africa)
English (South Africa)
简体中文 (Chinese)
日本語 (Japanese)
Global Offices
SHL's locations around the world.
Solutions
Products
HR Priorities
Resources
About
Book a Demo
Home
Products
Product Catalog
Java 8 (New)
Description

Multi-choice test that measures the knowledge of Java class design, exceptions, generics, collections, concurrency, JDBC and Java I/O fundamentals.

Job levels

Mid-Professional, Professional Individual Contributor,

Languages

English (USA),

Assessment length

Approximate Completion Time in minutes = 18

Test Type:
K

Remote Testing:

Downloads

Product Fact Sheet

English (USA)

Accelerate Your Talent Strategy

Speak to our team today to see how","This Website Uses Cookies

We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.

 

View our full SHL Privacy Statement or SHL Cookie Policy

Show details
Allow all cookies
Customize
Use necessary cookies only
 Search
Careers
Our Culture
Our Teams
Our People
Join SHL
Latest Jobs
Contact
Practice Tests
Support
Candidate Support
Answers to frequently asked questions for technical queries when taking a test
Client Support
Answers to frequently asked questions about our pro"
https://www.shl.com/solutions/products/product-catalog/view/core-java-advanced-level-new/,https://www.shl.com/solutions/products/product-catalog/view/core-java-advanced-level-new/,Core Java (Advanced Level) (New) | SHL,"This Website Uses Cookies

We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.

 

View our full SHL Privacy Statement or SHL Cookie Policy

Show details
Allow all cookies
Customize
Use necessary cookies only
 Search
Careers
Our Culture
Our Teams
Our People
Join SHL
Latest Jobs
Contact
Practice Tests
Support
Candidate Support
Answers to frequently asked questions for technical queries when taking a test
Client Support
Answers to frequently asked questions about our products, services and supporting documentation
Contact Us
Get help from our support teams
Practice Site & Advice
View support articles and production documentation
Browser Check
Verifies if your computer's settings are compatible with the test
Login
Buy Online
English (Global)
English (India)
English (Middle East & North Africa)
English (South Africa)
简体中文 (Chinese)
日本語 (Japanese)
Global Offices
SHL's locations around the world.
Solutions
Products
HR Priorities
Resources
About
Book a Demo
Home
Products
Product Catalog
Core Java (Advanced Level) (New)
Description

Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, files and exception handling, and advanced Java concepts like generics, collections, threads, strings and concurrency.

Job levels

Mid-Professional, Professional Individual Contributor,

Languages

English (USA),

Assessment length

Approximate Completion Time in minutes = 13

Test Type:
K

Remote Testing:

Downloads

Product Fact Sheet

Engli","This Website Uses Cookies

We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.

 

View our full SHL Privacy Statement or SHL Cookie Policy

Show details
Allow all cookies
Customize
Use necessary cookies only
 Search
Careers
Our Culture
Our Teams
Our People
Join SHL
Latest Jobs
Contact
Practice Tests
Support
Candidate Support
Answers to frequently asked questions for technical queries when taking a test
Client Support
Answers to frequently asked questions about our pro"
https://www.shl.com/products/product-catalog/view/interpersonal-communications/,https://www.shl.com/products/product-catalog/view/interpersonal-communications/,Interpersonal Communications | SHL,"This Website Uses Cookies

We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.

 

View our full SHL Privacy Statement or SHL Cookie Policy

Show details
Allow all cookies
Customize
Use necessary cookies only
 Search
Careers
Our Culture
Our Teams
Our People
Join SHL
Latest Jobs
Contact
Practice Tests
Support
Candidate Support
Answers to frequently asked questions for technical queries when taking a test
Client Support
Answers to frequently asked questions about our products, services and supporting documentation
Contact Us
Get help from our support teams
Practice Site & Advice
View support articles and production documentation
Browser Check
Verifies if your computer's settings are compatible with the test
Login
Buy Online
English (Global)
English (India)
English (Middle East & North Africa)
English (South Africa)
简体中文 (Chinese)
日本語 (Japanese)
Global Offices
SHL's locations around the world.
Solutions
Products
HR Priorities
Resources
About
Book a Demo
Home
Products
Product Catalog
Interpersonal Communications
Description

This adaptive test measures the candidate's knowledge of how to employ effective verbal and non-verbal communication to send his or her message and manage conflicts. It is designed for all professionals and covers the following topics: Communication and Perception, Group Communication and Teamwork, Intercultural Communication, Interpersonal Communication, Interviewing and Communication, Intrapersonal Communication, Listening, Nonver","This Website Uses Cookies

We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.

 

View our full SHL Privacy Statement or SHL Cookie Policy

Show details
Allow all cookies
Customize
Use necessary cookies only
 Search
Careers
Our Culture
Our Teams
Our People
Join SHL
Latest Jobs
Contact
Practice Tests
Support
Candidate Support
Answers to frequently asked questions for technical queries when taking a test
Client Support
Answers to frequently asked questions about our pro"
https://www.shl.com/solutions/products/product-catalog/view/entry-level-sales-7-1/,https://www.shl.com/solutions/products/product-catalog/view/entry-level-sales-7-1/,Entry level Sales 7.1 (International) | SHL,"This Website Uses Cookies

We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.

 

View our full SHL Privacy Statement or SHL Cookie Policy

Show details
Allow all cookies
Customize
Use necessary cookies only
 Search
Careers
Our Culture
Our Teams
Our People
Join SHL
Latest Jobs
Contact
Practice Tests
Support
Candidate Support
Answers to frequently asked questions for technical queries when taking a test
Client Support
Answers to frequently asked questions about our products, services and supporting documentation
Contact Us
Get help from our support teams
Practice Site & Advice
View support articles and production documentation
Browser Check
Verifies if your computer's settings are compatible with the test
Login
Buy Online
English (Global)
English (India)
English (Middle East & North Africa)
English (South Africa)
简体中文 (Chinese)
日本語 (Japanese)
Global Offices
SHL's locations around the world.
Solutions
Products
HR Priorities
Resources
About
Book a Demo
Home
Products
Product Catalog
Entry level Sales 7.1 (International)
Description

The Entry Level Sales 7.1 Solution is for entry-level positions in which employees proactively sell products or services to customers and have their compensation and/or performance based on sales revenue. Sample tasks for these jobs include, but are not limited to: promoting products to customers, persuading customers to buy products, and completing a transaction with a customer.
Report Language Availability: English (USA),","This Website Uses Cookies

We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.

 

View our full SHL Privacy Statement or SHL Cookie Policy

Show details
Allow all cookies
Customize
Use necessary cookies only
 Search
Careers
Our Culture
Our Teams
Our People
Join SHL
Latest Jobs
Contact
Practice Tests
Support
Candidate Support
Answers to frequently asked questions for technical queries when taking a test
Client Support
Answers to frequently asked questions about our pro"
https://www.shl.com/solutions/products/product-catalog/view/entry-level-sales-sift-out-7-1/,https://www.shl.com/solutions/products/product-catalog/view/entry-level-sales-sift-out-7-1/,Entry Level Sales Sift Out 7.1 | SHL,"This Website Uses Cookies

We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.

 

View our full SHL Privacy Statement or SHL Cookie Policy

Show details
Allow all cookies
Customize
Use necessary cookies only
 Search
Careers
Our Culture
Our Teams
Our People
Join SHL
Latest Jobs
Contact
Practice Tests
Support
Candidate Support
Answers to frequently asked questions for technical queries when taking a test
Client Support
Answers to frequently asked questions about our products, services and supporting documentation
Contact Us
Get help from our support teams
Practice Site & Advice
View support articles and production documentation
Browser Check
Verifies if your computer's settings are compatible with the test
Login
Buy Online
English (Global)
English (India)
English (Middle East & North Africa)
English (South Africa)
简体中文 (Chinese)
日本語 (Japanese)
Global Offices
SHL's locations around the world.
Solutions
Products
HR Priorities
Resources
About
Book a Demo
Home
Products
Product Catalog
Entry Level Sales Sift Out 7.1
Description

The Entry Level Sales Sift Out 7.1 Solution is for entry-level positions in which employees proactively sell products or services to customers and have their compensation and/or performance based on sales revenue. Sample tasks for these jobs include, but are not limited to: promoting products to customers, persuading customers to buy products, and completing a transaction with a customer

Job levels

Entry-Level,

Languages

Swedi","This Website Uses Cookies

We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.

 

View our full SHL Privacy Statement or SHL Cookie Policy

Show details
Allow all cookies
Customize
Use necessary cookies only
 Search
Careers
Our Culture
Our Teams
Our People
Join SHL
Latest Jobs
Contact
Practice Tests
Support
Candidate Support
Answers to frequently asked questions for technical queries when taking a test
Client Support
Answers to frequently asked questions about our pro"
https://www.shl.com/solutions/products/product-catalog/view/entry-level-sales-solution/,https://www.shl.com/solutions/products/product-catalog/view/entry-level-sales-solution/,Entry Level Sales Solution | SHL,"This Website Uses Cookies

We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.

 

View our full SHL Privacy Statement or SHL Cookie Policy

Show details
Allow all cookies
Customize
Use necessary cookies only
 Search
Careers
Our Culture
Our Teams
Our People
Join SHL
Latest Jobs
Contact
Practice Tests
Support
Candidate Support
Answers to frequently asked questions for technical queries when taking a test
Client Support
Answers to frequently asked questions about our products, services and supporting documentation
Contact Us
Get help from our support teams
Practice Site & Advice
View support articles and production documentation
Browser Check
Verifies if your computer's settings are compatible with the test
Login
Buy Online
English (Global)
English (India)
English (Middle East & North Africa)
English (South Africa)
简体中文 (Chinese)
日本語 (Japanese)
Global Offices
SHL's locations around the world.
Solutions
Products
HR Priorities
Resources
About
Book a Demo
Home
Products
Product Catalog
Entry Level Sales Solution
Description

The Precise Fit Entry Level Sales Roles Solution is for entry-level positions in which employees proactively sell products or services to customers and have their compensation and/or performance based on sales revenue. Sample tasks for these jobs include, but are not limited to: promoting products to customers, persuading customers to buy products, and completing a transaction with a customer.
Report Language Availability: English (US","This Website Uses Cookies

We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.

 

View our full SHL Privacy Statement or SHL Cookie Policy

Show details
Allow all cookies
Customize
Use necessary cookies only
 Search
Careers
Our Culture
Our Teams
Our People
Join SHL
Latest Jobs
Contact
Practice Tests
Support
Candidate Support
Answers to frequently asked questions for technical queries when taking a test
Client Support
Answers to frequently asked questions about our pro"
https://www.shl.com/solutions/products/product-catalog/view/sales-representative-solution/,https://www.shl.com/solutions/products/product-catalog/view/sales-representative-solution/,Sales Representative Solution | SHL,"This Website Uses Cookies

We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.

 

View our full SHL Privacy Statement or SHL Cookie Policy

Show details
Allow all cookies
Customize
Use necessary cookies only
 Search
Careers
Our Culture
Our Teams
Our People
Join SHL
Latest Jobs
Contact
Practice Tests
Support
Candidate Support
Answers to frequently asked questions for technical queries when taking a test
Client Support
Answers to frequently asked questions about our products, services and supporting documentation
Contact Us
Get help from our support teams
Practice Site & Advice
View support articles and production documentation
Browser Check
Verifies if your computer's settings are compatible with the test
Login
Buy Online
English (Global)
English (India)
English (Middle East & North Africa)
English (South Africa)
简体中文 (Chinese)
日本語 (Japanese)
Global Offices
SHL's locations around the world.
Solutions
Products
HR Priorities
Resources
About
Book a Demo
Home
Products
Product Catalog
Sales Representative Solution
Description

The Sales Representative solution is for entry-level sales positions in which employees proactively sell products to customers and have their pay and/or performance based on sales revenue. Sample tasks for these jobs include, but are not limited to: promoting products to customers, persuading customers to buy products, and completing a transaction with a customer. Potential job titles that use this solution are: Sales Representativ","This Website Uses Cookies

We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.

 

View our full SHL Privacy Statement or SHL Cookie Policy

Show details
Allow all cookies
Customize
Use necessary cookies only
 Search
Careers
Our Culture
Our Teams
Our People
Join SHL
Latest Jobs
Contact
Practice Tests
Support
Candidate Support
Answers to frequently asked questions for technical queries when taking a test
Client Support
Answers to frequently asked questions about our pro"
https://www.shl.com/products/product-catalog/view/business-communication-adaptive/,https://www.shl.com/products/product-catalog/view/business-communication-adaptive/,Business Communication (adaptive) | SHL,"This Website Uses Cookies

We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.

 

View our full SHL Privacy Statement or SHL Cookie Policy

Show details
Allow all cookies
Customize
Use necessary cookies only
 Search
Careers
Our Culture
Our Teams
Our People
Join SHL
Latest Jobs
Contact
Practice Tests
Support
Candidate Support
Answers to frequently asked questions for technical queries when taking a test
Client Support
Answers to frequently asked questions about our products, services and supporting documentation
Contact Us
Get help from our support teams
Practice Site & Advice
View support articles and production documentation
Browser Check
Verifies if your computer's settings are compatible with the test
Login
Buy Online
English (Global)
English (India)
English (Middle East & North Africa)
English (South Africa)
简体中文 (Chinese)
日本語 (Japanese)
Global Offices
SHL's locations around the world.
Solutions
Products
HR Priorities
Resources
About
Book a Demo
Home
Products
Product Catalog
Business Communication (adaptive)
Description

This is an adaptive test that measures knowledge of communicating in the workplace. It measures the skills necessary to communicate effectively with coworkers at all levels and with external business contacts. Designed for the average business worker, this test includes the following topics: Electronic Communication, Employment Communication, Listening, Meetings, Nonverbal Communication, Verbal Communication, and Written Commun","This Website Uses Cookies

We are committed to providing you with a productive and privacy-friendly website experience. Like most websites you visit, third parties, authorized by us, place cookies on your computer browser for tasks like keeping track of your viewing preferences, personalizing content, allowing you to view videos and share content via social media sites, and collecting site analytics to help us understand how our site is used. You can review and opt out of our cookies using the 'Show details' tab and checkboxes below. By clicking 'OK' you are opting in to the described cookie usage.

 

View our full SHL Privacy Statement or SHL Cookie Policy

Show details
Allow all cookies
Customize
Use necessary cookies only
 Search
Careers
Our Culture
Our Teams
Our People
Join SHL
Latest Jobs
Contact
Practice Tests
Support
Candidate Support
Answers to frequently asked questions for technical queries when taking a test
Client Support
Answers to frequently asked questions about our pro"
